[I 2026-05-15 08:51:39,636] Using an existing study with name 'exp211_user_ltv_part3_hybrid_optuna_20260515t073925' instead of creating a new one.
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Done in 49.56 seconds.
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Done in 49.87 seconds.
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Done in 49.98 seconds.
Done in 50.98 seconds.
Table names:  ['review', 'product', 'customer']
Begin time:  2008-01-01 00:00:00 End time:  2018-09-28 00:00:00
Val time:  2015-10-01 00:00:00 Test time:  2016-01-01 00:00:00
Graph cache profile:  gnn_repr_full_horizon
Entity table:  customer
Loading LLAMA
Freezing LLAMA!
trainable params: 13.37M || all params: 1249.18M || trainable: 1.0701%

  0%|          | 0/32768 [00:00<?, ?it/s]Starting from v4.46, the `logits` model output will have the same type as the model (except at train time, where it will always be FP32)
Starting from v4.46, the `logits` model output will have the same type as the model (except at train time, where it will always be FP32)
/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/lib/python3.11/site-packages/torch/autograd/graph.py:769: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [1, 7, 8, 128], strides() = [128, 1024, 128, 1]
bucket_view.sizes() = [1, 7, 8, 128], strides() = [7168, 1024, 128, 1] (Triggered internally at ../torch/csrc/distributed/c10d/reducer.cpp:327.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/lib/python3.11/site-packages/torch/autograd/graph.py:769: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [1, 7, 8, 128], strides() = [128, 1024, 128, 1]
bucket_view.sizes() = [1, 7, 8, 128], strides() = [7168, 1024, 128, 1] (Triggered internally at ../torch/csrc/distributed/c10d/reducer.cpp:327.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass

[Train] Step: 1/32768 | Cycle step: 1/32768 | Train loss: 45.481930:   0%|          | 0/32768 [00:02<?, ?it/s]
[Train] Step: 429/32768 | Cycle step: 429/32768 | Train loss: 15.996537:   1%|▏         | 428/32768 [00:58<1:11:30,  7.54it/s]
[Train] Step: 429/32768 | Cycle step: 429/32768 | Train loss: 15.996537:   1%|▏         | 429/32768 [00:58<1:10:56,  7.60it/s]
[Train] Step: 430/32768 | Cycle step: 430/32768 | Train loss: 15.976501:   1%|▏         | 429/32768 [00:59<1:10:56,  7.60it/s]
[Train] Step: 430/32768 | Cycle step: 430/32768 | Train loss: 15.976501:   1%|▏         | 430/32768 [00:59<1:10:24,  7.65it/s]
[Train] Step: 431/32768 | Cycle step: 431/32768 | Train loss: 15.941928:   1%|▏         | 430/32768 [00:59<1:10:24,  7.65it/s]
[Train] Step: 431/32768 | Cycle step: 431/32768 | Train loss: 15.941928:   1%|▏         | 431/32768 [00:59<1:10:54,  7.60it/s]
[Train] Step: 432/32768 | Cycle step: 432/32768 | Train loss: 15.961596:   1%|▏         | 431/32768 [00:59<1:10:54,  7.60it/s]
[Train] Step: 432/32768 | Cycle step: 432/32768 | Train loss: 15.961596:   1%|▏         | 432/32768 [00:59<1:10:56,  7.60it/s]
[Train] Step: 433/32768 | Cycle step: 433/32768 | Train loss: 15.943511:   1%|▏         | 432/32768 [00:59<1:10:56,  7.60it/s]
[Train] Step: 433/32768 | Cycle step: 433/32768 | Train loss: 15.943511:   1%|▏         | 433/32768 [00:59<1:10:24,  7.65it/s]
[Train] Step: 434/32768 | Cycle step: 434/32768 | Train loss: 15.911008:   1%|▏         | 433/32768 [00:59<1:10:24,  7.65it/s]
[Train] Step: 434/32768 | Cycle step: 434/32768 | Train loss: 15.911008:   1%|▏         | 434/32768 [00:59<1:10:09,  7.68it/s]
[Train] Step: 435/32768 | Cycle step: 435/32768 | Train loss: 15.966208:   1%|▏         | 434/32768 [00:59<1:10:09,  7.68it/s]
[Train] Step: 435/32768 | Cycle step: 435/32768 | Train loss: 15.966208:   1%|▏         | 435/32768 [00:59<1:10:47,  7.61it/s]
[Train] Step: 436/32768 | Cycle step: 436/32768 | Train loss: 15.966616:   1%|▏         | 435/32768 [00:59<1:10:47,  7.61it/s]
[Train] Step: 436/32768 | Cycle step: 436/32768 | Train loss: 15.966616:   1%|▏         | 436/32768 [00:59<1:11:25,  7.54it/s]
[Train] Step: 437/32768 | Cycle step: 437/32768 | Train loss: 15.983030:   1%|▏         | 436/32768 [01:00<1:11:25,  7.54it/s]
[Train] Step: 437/32768 | Cycle step: 437/32768 | Train loss: 15.983030:   1%|▏         | 437/32768 [01:00<1:11:03,  7.58it/s]
[Train] Step: 438/32768 | Cycle step: 438/32768 | Train loss: 15.954373:   1%|▏         | 437/32768 [01:00<1:11:03,  7.58it/s]
[Train] Step: 438/32768 | Cycle step: 438/32768 | Train loss: 15.954373:   1%|▏         | 438/32768 [01:00<1:11:16,  7.56it/s]
[Train] Step: 439/32768 | Cycle step: 439/32768 | Train loss: 16.002077:   1%|▏         | 438/32768 [01:00<1:11:16,  7.56it/s]
[Train] Step: 439/32768 | Cycle step: 439/32768 | Train loss: 16.002077:   1%|▏         | 439/32768 [01:00<1:10:49,  7.61it/s]
[Train] Step: 440/32768 | Cycle step: 440/32768 | Train loss: 15.979837:   1%|▏         | 439/32768 [01:00<1:10:49,  7.61it/s]
[Train] Step: 440/32768 | Cycle step: 440/32768 | Train loss: 15.979837:   1%|▏         | 440/32768 [01:00<1:11:02,  7.58it/s]
[Train] Step: 441/32768 | Cycle step: 441/32768 | Train loss: 15.951216:   1%|▏         | 440/32768 [01:00<1:11:02,  7.58it/s]
[Train] Step: 441/32768 | Cycle step: 441/32768 | Train loss: 15.951216:   1%|▏         | 441/32768 [01:00<1:10:20,  7.66it/s]
[Train] Step: 442/32768 | Cycle step: 442/32768 | Train loss: 15.951854:   1%|▏         | 441/32768 [01:00<1:10:20,  7.66it/s]
[Train] Step: 442/32768 | Cycle step: 442/32768 | Train loss: 15.951854:   1%|▏         | 442/32768 [01:00<1:09:49,  7.72it/s]
[Train] Step: 443/32768 | Cycle step: 443/32768 | Train loss: 15.933319:   1%|▏         | 442/32768 [01:00<1:09:49,  7.72it/s]
[Train] Step: 443/32768 | Cycle step: 443/32768 | Train loss: 15.933319:   1%|▏         | 443/32768 [01:00<1:10:47,  7.61it/s]
[Train] Step: 444/32768 | Cycle step: 444/32768 | Train loss: 15.938949:   1%|▏         | 443/32768 [01:00<1:10:47,  7.61it/s]
[Train] Step: 444/32768 | Cycle step: 444/32768 | Train loss: 15.938949:   1%|▏         | 444/32768 [01:00<1:11:00,  7.59it/s]
[Train] Step: 445/32768 | Cycle step: 445/32768 | Train loss: 15.921287:   1%|▏         | 444/32768 [01:01<1:11:00,  7.59it/s]
[Train] Step: 445/32768 | Cycle step: 445/32768 | Train loss: 15.921287:   1%|▏         | 445/32768 [01:01<1:11:03,  7.58it/s]
[Train] Step: 446/32768 | Cycle step: 446/32768 | Train loss: 15.899048:   1%|▏         | 445/32768 [01:01<1:11:03,  7.58it/s]
[Train] Step: 446/32768 | Cycle step: 446/32768 | Train loss: 15.899048:   1%|▏         | 446/32768 [01:01<1:10:58,  7.59it/s]
[Train] Step: 447/32768 | Cycle step: 447/32768 | Train loss: 16.196590:   1%|▏         | 446/32768 [01:01<1:10:58,  7.59it/s]
[Train] Step: 447/32768 | Cycle step: 447/32768 | Train loss: 16.196590:   1%|▏         | 447/32768 [01:01<1:11:30,  7.53it/s]
[Train] Step: 448/32768 | Cycle step: 448/32768 | Train loss: 16.175253:   1%|▏         | 447/32768 [01:01<1:11:30,  7.53it/s]
[Train] Step: 448/32768 | Cycle step: 448/32768 | Train loss: 16.175253:   1%|▏         | 448/32768 [01:01<1:11:09,  7.57it/s]
[Train] Step: 449/32768 | Cycle step: 449/32768 | Train loss: 16.166906:   1%|▏         | 448/32768 [01:01<1:11:09,  7.57it/s]
[Train] Step: 449/32768 | Cycle step: 449/32768 | Train loss: 16.166906:   1%|▏         | 449/32768 [01:01<1:11:01,  7.58it/s]
[Train] Step: 450/32768 | Cycle step: 450/32768 | Train loss: 16.171146:   1%|▏         | 449/32768 [01:01<1:11:01,  7.58it/s]
[Train] Step: 450/32768 | Cycle step: 450/32768 | Train loss: 16.171146:   1%|▏         | 450/32768 [01:01<1:10:42,  7.62it/s]
[Train] Step: 451/32768 | Cycle step: 451/32768 | Train loss: 16.146661:   1%|▏         | 450/32768 [01:01<1:10:42,  7.62it/s]
[Train] Step: 451/32768 | Cycle step: 451/32768 | Train loss: 16.146661:   1%|▏         | 451/32768 [01:01<1:10:35,  7.63it/s]
[Train] Step: 452/32768 | Cycle step: 452/32768 | Train loss: 16.167479:   1%|▏         | 451/32768 [01:01<1:10:35,  7.63it/s]
[Train] Step: 452/32768 | Cycle step: 452/32768 | Train loss: 16.167479:   1%|▏         | 452/32768 [01:01<1:10:25,  7.65it/s]
[Train] Step: 453/32768 | Cycle step: 453/32768 | Train loss: 16.145294:   1%|▏         | 452/32768 [01:02<1:10:25,  7.65it/s]
[Train] Step: 453/32768 | Cycle step: 453/32768 | Train loss: 16.145294:   1%|▏         | 453/32768 [01:02<1:10:27,  7.64it/s]
[Train] Step: 454/32768 | Cycle step: 454/32768 | Train loss: 16.128241:   1%|▏         | 453/32768 [01:02<1:10:27,  7.64it/s]
[Train] Step: 454/32768 | Cycle step: 454/32768 | Train loss: 16.128241:   1%|▏         | 454/32768 [01:02<1:10:17,  7.66it/s]
[Train] Step: 455/32768 | Cycle step: 455/32768 | Train loss: 16.102878:   1%|▏         | 454/32768 [01:02<1:10:17,  7.66it/s]
[Train] Step: 455/32768 | Cycle step: 455/32768 | Train loss: 16.102878:   1%|▏         | 455/32768 [01:02<1:10:13,  7.67it/s]
[Train] Step: 456/32768 | Cycle step: 456/32768 | Train loss: 16.095574:   1%|▏         | 455/32768 [01:02<1:10:13,  7.67it/s]
[Train] Step: 456/32768 | Cycle step: 456/32768 | Train loss: 16.095574:   1%|▏         | 456/32768 [01:02<1:10:33,  7.63it/s]
[Train] Step: 457/32768 | Cycle step: 457/32768 | Train loss: 16.073580:   1%|▏         | 456/32768 [01:02<1:10:33,  7.63it/s]
[Train] Step: 457/32768 | Cycle step: 457/32768 | Train loss: 16.073580:   1%|▏         | 457/32768 [01:02<1:10:08,  7.68it/s]
[Train] Step: 458/32768 | Cycle step: 458/32768 | Train loss: 16.236870:   1%|▏         | 457/32768 [01:02<1:10:08,  7.68it/s]
[Train] Step: 458/32768 | Cycle step: 458/32768 | Train loss: 16.236870:   1%|▏         | 458/32768 [01:02<1:10:52,  7.60it/s]
[Train] Step: 459/32768 | Cycle step: 459/32768 | Train loss: 16.290616:   1%|▏         | 458/32768 [01:02<1:10:52,  7.60it/s]
[Train] Step: 459/32768 | Cycle step: 459/32768 | Train loss: 16.290616:   1%|▏         | 459/32768 [01:02<1:11:31,  7.53it/s]
[Train] Step: 460/32768 | Cycle step: 460/32768 | Train loss: 16.267247:   1%|▏         | 459/32768 [01:03<1:11:31,  7.53it/s]
[Train] Step: 460/32768 | Cycle step: 460/32768 | Train loss: 16.267247:   1%|▏         | 460/32768 [01:03<1:11:59,  7.48it/s]
[Train] Step: 461/32768 | Cycle step: 461/32768 | Train loss: 16.253853:   1%|▏         | 460/32768 [01:03<1:11:59,  7.48it/s]
[Train] Step: 461/32768 | Cycle step: 461/32768 | Train loss: 16.253853:   1%|▏         | 461/32768 [01:03<1:11:50,  7.50it/s]
[Train] Step: 462/32768 | Cycle step: 462/32768 | Train loss: 16.272574:   1%|▏         | 461/32768 [01:03<1:11:50,  7.50it/s]
[Train] Step: 462/32768 | Cycle step: 462/32768 | Train loss: 16.272574:   1%|▏         | 462/32768 [01:03<1:11:45,  7.50it/s]
[Train] Step: 463/32768 | Cycle step: 463/32768 | Train loss: 16.302592:   1%|▏         | 462/32768 [01:03<1:11:45,  7.50it/s]
[Train] Step: 463/32768 | Cycle step: 463/32768 | Train loss: 16.302592:   1%|▏         | 463/32768 [01:03<1:11:22,  7.54it/s]
[Train] Step: 464/32768 | Cycle step: 464/32768 | Train loss: 16.270708:   1%|▏         | 463/32768 [01:03<1:11:22,  7.54it/s]
[Train] Step: 464/32768 | Cycle step: 464/32768 | Train loss: 16.270708:   1%|▏         | 464/32768 [01:03<1:11:05,  7.57it/s]
[Train] Step: 465/32768 | Cycle step: 465/32768 | Train loss: 16.251692:   1%|▏         | 464/32768 [01:03<1:11:05,  7.57it/s]
[Train] Step: 465/32768 | Cycle step: 465/32768 | Train loss: 16.251692:   1%|▏         | 465/32768 [01:03<1:11:02,  7.58it/s]
[Train] Step: 466/32768 | Cycle step: 466/32768 | Train loss: 16.237410:   1%|▏         | 465/32768 [01:03<1:11:02,  7.58it/s]
[Train] Step: 466/32768 | Cycle step: 466/32768 | Train loss: 16.237410:   1%|▏         | 466/32768 [01:03<1:10:36,  7.62it/s]
[Train] Step: 467/32768 | Cycle step: 467/32768 | Train loss: 16.214446:   1%|▏         | 466/32768 [01:03<1:10:36,  7.62it/s]
[Train] Step: 467/32768 | Cycle step: 467/32768 | Train loss: 16.214446:   1%|▏         | 467/32768 [01:03<1:10:39,  7.62it/s]
[Train] Step: 468/32768 | Cycle step: 468/32768 | Train loss: 16.183374:   1%|▏         | 467/32768 [01:04<1:10:39,  7.62it/s]
[Train] Step: 468/32768 | Cycle step: 468/32768 | Train loss: 16.183374:   1%|▏         | 468/32768 [01:04<1:10:44,  7.61it/s]
[Train] Step: 469/32768 | Cycle step: 469/32768 | Train loss: 16.198607:   1%|▏         | 468/32768 [01:04<1:10:44,  7.61it/s]
[Train] Step: 469/32768 | Cycle step: 469/32768 | Train loss: 16.198607:   1%|▏         | 469/32768 [01:04<1:10:49,  7.60it/s]
[Train] Step: 470/32768 | Cycle step: 470/32768 | Train loss: 16.194057:   1%|▏         | 469/32768 [01:04<1:10:49,  7.60it/s]
[Train] Step: 470/32768 | Cycle step: 470/32768 | Train loss: 16.194057:   1%|▏         | 470/32768 [01:04<1:11:04,  7.57it/s]
[Train] Step: 471/32768 | Cycle step: 471/32768 | Train loss: 16.171555:   1%|▏         | 470/32768 [01:04<1:11:04,  7.57it/s]
[Train] Step: 471/32768 | Cycle step: 471/32768 | Train loss: 16.171555:   1%|▏         | 471/32768 [01:04<1:11:13,  7.56it/s]
[Train] Step: 472/32768 | Cycle step: 472/32768 | Train loss: 16.239387:   1%|▏         | 471/32768 [01:04<1:11:13,  7.56it/s]
[Train] Step: 472/32768 | Cycle step: 472/32768 | Train loss: 16.239387:   1%|▏         | 472/32768 [01:04<1:11:35,  7.52it/s]
[Train] Step: 473/32768 | Cycle step: 473/32768 | Train loss: 16.223931:   1%|▏         | 472/32768 [01:04<1:11:35,  7.52it/s]
[Train] Step: 473/32768 | Cycle step: 473/32768 | Train loss: 16.223931:   1%|▏         | 473/32768 [01:04<1:11:48,  7.49it/s]
[Train] Step: 474/32768 | Cycle step: 474/32768 | Train loss: 16.258961:   1%|▏         | 473/32768 [01:04<1:11:48,  7.49it/s]
[Train] Step: 474/32768 | Cycle step: 474/32768 | Train loss: 16.258961:   1%|▏         | 474/32768 [01:04<1:11:51,  7.49it/s]
[Train] Step: 475/32768 | Cycle step: 475/32768 | Train loss: 16.245720:   1%|▏         | 474/32768 [01:05<1:11:51,  7.49it/s]
[Train] Step: 475/32768 | Cycle step: 475/32768 | Train loss: 16.245720:   1%|▏         | 475/32768 [01:05<1:11:32,  7.52it/s]
[Train] Step: 476/32768 | Cycle step: 476/32768 | Train loss: 16.300730:   1%|▏         | 475/32768 [01:05<1:11:32,  7.52it/s]
[Train] Step: 476/32768 | Cycle step: 476/32768 | Train loss: 16.300730:   1%|▏         | 476/32768 [01:05<1:11:34,  7.52it/s]
[Train] Step: 477/32768 | Cycle step: 477/32768 | Train loss: 16.314446:   1%|▏         | 476/32768 [01:05<1:11:34,  7.52it/s]
[Train] Step: 477/32768 | Cycle step: 477/32768 | Train loss: 16.314446:   1%|▏         | 477/32768 [01:05<1:12:02,  7.47it/s]
[Train] Step: 478/32768 | Cycle step: 478/32768 | Train loss: 16.293886:   1%|▏         | 477/32768 [01:05<1:12:02,  7.47it/s]
[Train] Step: 478/32768 | Cycle step: 478/32768 | Train loss: 16.293886:   1%|▏         | 478/32768 [01:05<1:11:26,  7.53it/s]
[Train] Step: 479/32768 | Cycle step: 479/32768 | Train loss: 16.267840:   1%|▏         | 478/32768 [01:05<1:11:26,  7.53it/s]
[Train] Step: 479/32768 | Cycle step: 479/32768 | Train loss: 16.267840:   1%|▏         | 479/32768 [01:05<1:11:26,  7.53it/s]
[Train] Step: 480/32768 | Cycle step: 480/32768 | Train loss: 16.265716:   1%|▏         | 479/32768 [01:05<1:11:26,  7.53it/s]
[Train] Step: 480/32768 | Cycle step: 480/32768 | Train loss: 16.265716:   1%|▏         | 480/32768 [01:05<1:11:15,  7.55it/s]
[Train] Step: 481/32768 | Cycle step: 481/32768 | Train loss: 16.279096:   1%|▏         | 480/32768 [01:05<1:11:15,  7.55it/s]
[Train] Step: 481/32768 | Cycle step: 481/32768 | Train loss: 16.279096:   1%|▏         | 481/32768 [01:05<1:11:17,  7.55it/s]
[Train] Step: 482/32768 | Cycle step: 482/32768 | Train loss: 16.256299:   1%|▏         | 481/32768 [01:05<1:11:17,  7.55it/s]
[Train] Step: 482/32768 | Cycle step: 482/32768 | Train loss: 16.256299:   1%|▏         | 482/32768 [01:05<1:11:12,  7.56it/s]
[Train] Step: 483/32768 | Cycle step: 483/32768 | Train loss: 16.235841:   1%|▏         | 482/32768 [01:06<1:11:12,  7.56it/s]
[Train] Step: 483/32768 | Cycle step: 483/32768 | Train loss: 16.235841:   1%|▏         | 483/32768 [01:06<1:11:05,  7.57it/s]
[Train] Step: 484/32768 | Cycle step: 484/32768 | Train loss: 16.219483:   1%|▏         | 483/32768 [01:06<1:11:05,  7.57it/s]
[Train] Step: 484/32768 | Cycle step: 484/32768 | Train loss: 16.219483:   1%|▏         | 484/32768 [01:06<1:11:34,  7.52it/s]
[Train] Step: 485/32768 | Cycle step: 485/32768 | Train loss: 16.209277:   1%|▏         | 484/32768 [01:06<1:11:34,  7.52it/s]
[Train] Step: 485/32768 | Cycle step: 485/32768 | Train loss: 16.209277:   1%|▏         | 485/32768 [01:06<1:10:58,  7.58it/s]
[Train] Step: 486/32768 | Cycle step: 486/32768 | Train loss: 16.190855:   1%|▏         | 485/32768 [01:06<1:10:58,  7.58it/s]
[Train] Step: 486/32768 | Cycle step: 486/32768 | Train loss: 16.190855:   1%|▏         | 486/32768 [01:06<1:10:44,  7.61it/s]
[Train] Step: 487/32768 | Cycle step: 487/32768 | Train loss: 16.160867:   1%|▏         | 486/32768 [01:06<1:10:44,  7.61it/s]
[Train] Step: 487/32768 | Cycle step: 487/32768 | Train loss: 16.160867:   1%|▏         | 487/32768 [01:06<1:10:52,  7.59it/s]
[Train] Step: 488/32768 | Cycle step: 488/32768 | Train loss: 16.137867:   1%|▏         | 487/32768 [01:06<1:10:52,  7.59it/s]
[Train] Step: 488/32768 | Cycle step: 488/32768 | Train loss: 16.137867:   1%|▏         | 488/32768 [01:06<1:11:06,  7.57it/s]
[Train] Step: 489/32768 | Cycle step: 489/32768 | Train loss: 16.117550:   1%|▏         | 488/32768 [01:06<1:11:06,  7.57it/s]
[Train] Step: 489/32768 | Cycle step: 489/32768 | Train loss: 16.117550:   1%|▏         | 489/32768 [01:06<1:11:17,  7.55it/s]
[Train] Step: 490/32768 | Cycle step: 490/32768 | Train loss: 16.099541:   1%|▏         | 489/32768 [01:07<1:11:17,  7.55it/s]
[Train] Step: 490/32768 | Cycle step: 490/32768 | Train loss: 16.099541:   1%|▏         | 490/32768 [01:07<1:10:33,  7.63it/s]
[Train] Step: 491/32768 | Cycle step: 491/32768 | Train loss: 16.068388:   1%|▏         | 490/32768 [01:07<1:10:33,  7.63it/s]
[Train] Step: 491/32768 | Cycle step: 491/32768 | Train loss: 16.068388:   1%|▏         | 491/32768 [01:07<1:11:12,  7.55it/s]
[Train] Step: 492/32768 | Cycle step: 492/32768 | Train loss: 16.053062:   1%|▏         | 491/32768 [01:07<1:11:12,  7.55it/s]
[Train] Step: 492/32768 | Cycle step: 492/32768 | Train loss: 16.053062:   2%|▏         | 492/32768 [01:07<1:11:10,  7.56it/s]W0515 10:04:44.327000 22976118830144 torch/distributed/elastic/multiprocessing/api.py:858] Sending process 42419 closing signal SIGTERM
E0515 10:04:45.644000 22976118830144 torch/distributed/elastic/multiprocessing/api.py:833] failed (exitcode: -15) local_rank: 0 (pid: 42418) of binary: /fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/bin/python
Traceback (most recent call last):
  File "<frozen runpy>", line 198, in _run_module_as_main
  File "<frozen runpy>", line 88, in _run_code
  File "/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/lib/python3.11/site-packages/torch/distributed/run.py", line 905, in <module>
    main()
  File "/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/lib/python3.11/site-packages/torch/distributed/elastic/multiprocessing/errors/__init__.py", line 348, in wrapper
    return f(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^
  File "/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/lib/python3.11/site-packages/torch/distributed/run.py", line 901, in main
    run(args)
  File "/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/lib/python3.11/site-packages/torch/distributed/run.py", line 892, in run
    elastic_launch(
  File "/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/lib/python3.11/site-packages/torch/distributed/launcher/api.py", line 133, in __call__
    return launch_agent(self._config, self._entrypoint, list(args))
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/lib/python3.11/site-packages/torch/distributed/launcher/api.py", line 264, in launch_agent
    raise ChildFailedError(
torch.distributed.elastic.multiprocessing.errors.ChildFailedError: 
=======================================================
main.py FAILED
-------------------------------------------------------
Failures:
  <NO_OTHER_FAILURES>
-------------------------------------------------------
Root Cause (first observed failure):
[0]:
  time      : 2026-05-15_10:04:44
  host      : workstation.example.com
  rank      : 0 (local_rank: 0)
  exitcode  : -15 (pid: 42418)
  error_file: <N/A>
  traceback : Signal 15 (SIGTERM) received by PID 42418
=======================================================
[W 2026-05-15 10:04:46,347] Trial 11 failed with parameters: {'lr': 6.996207914828164e-05, 'wd': 2.843767489444368e-06, 'dropout': 0.4623468091392814, 'channels': 256, 'num_layers': 2, 'num_neighbors': 16, 'aggr': 'mean', 'temporal_strategy': 'uniform', 'batch_size': 4, 'w_pos': 2.08275364318317, 'basis_residual_alpha': 0.2025634059719153, 'basis_graph_alpha': 0.08730239365316522, 'basis_tau': 0.11891660013274455, 'basis_lambda_tok': 2.1141735385561296, 'basis_lambda_g': 2.0433097722921096, 'basis_lambda_sharp': 0.021858816162324185} because of the following error: TrialRunFailedError('Trial failed with exit code 1.').
Traceback (most recent call last):
  File "/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/lib/python3.11/site-packages/optuna/study/_optimize.py", line 197, in _run_trial
    value_or_values = func(trial)
                      ^^^^^^^^^^^
  File "/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/tune_hyperparameters.py", line 651, in objective
    raise TrialRunFailedError(f"Trial failed with exit code {return_code}.")
TrialRunFailedError: Trial failed with exit code 1.
[W 2026-05-15 10:04:46,348] Trial 11 failed with value None.
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Done in 82.09 seconds.
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Done in 81.35 seconds.
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Done in 49.38 seconds.
Done in 49.76 seconds.
Table names:  ['review', 'product', 'customer']
Begin time:  2008-01-01 00:00:00 End time:  2018-09-28 00:00:00
Val time:  2015-10-01 00:00:00 Test time:  2016-01-01 00:00:00
Graph cache profile:  gnn_repr_full_horizon
Entity table:  customer
Loading LLAMA
Freezing LLAMA!
trainable params: 13.37M || all params: 1249.18M || trainable: 1.0701%

  0%|          | 0/32768 [00:00<?, ?it/s]Starting from v4.46, the `logits` model output will have the same type as the model (except at train time, where it will always be FP32)
Starting from v4.46, the `logits` model output will have the same type as the model (except at train time, where it will always be FP32)
/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/lib/python3.11/site-packages/torch/autograd/graph.py:769: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [1, 7, 8, 128], strides() = [128, 1024, 128, 1]
bucket_view.sizes() = [1, 7, 8, 128], strides() = [7168, 1024, 128, 1] (Triggered internally at ../torch/csrc/distributed/c10d/reducer.cpp:327.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/lib/python3.11/site-packages/torch/autograd/graph.py:769: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [1, 7, 8, 128], strides() = [128, 1024, 128, 1]
bucket_view.sizes() = [1, 7, 8, 128], strides() = [7168, 1024, 128, 1] (Triggered internally at ../torch/csrc/distributed/c10d/reducer.cpp:327.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass

[Train] Step: 1/32768 | Cycle step: 1/32768 | Train loss: 45.596657:   0%|          | 0/32768 [00:02<?, ?it/s]
[Train] Step: 1/32768 | Cycle step: 1/32768 | Train loss: 45.596657:   0%|          | 1/32768 [00:02<22:26:23,  2.47s/it]
[Train] Step: 2/32768 | Cycle step: 2/32768 | Train loss: 31.521750:   0%|          | 1/32768 [00:02<22:26:23,  2.47s/it]
[Train] Step: 2/32768 | Cycle step: 2/32768 | Train loss: 31.521750:   0%|          | 2/32768 [00:02<9:56:42,  1.09s/it] 
[Train] Step: 3/32768 | Cycle step: 3/32768 | Train loss: 21.886288:   0%|          | 2/32768 [00:02<9:56:42,  1.09s/it]
[Train] Step: 3/32768 | Cycle step: 3/32768 | Train loss: 21.886288:   0%|          | 3/32768 [00:02<5:54:56,  1.54it/s]
[Train] Step: 4/32768 | Cycle step: 4/32768 | Train loss: 19.077608:   0%|          | 3/32768 [00:02<5:54:56,  1.54it/s]
[Train] Step: 4/32768 | Cycle step: 4/32768 | Train loss: 19.077608:   0%|          | 4/32768 [00:02<4:04:47,  2.23it/s]
[Train] Step: 5/32768 | Cycle step: 5/32768 | Train loss: 16.047142:   0%|          | 4/32768 [00:02<4:04:47,  2.23it/s]
[Train] Step: 5/32768 | Cycle step: 5/32768 | Train loss: 16.047142:   0%|          | 5/32768 [00:02<3:01:17,  3.01it/s]
[Train] Step: 6/32768 | Cycle step: 6/32768 | Train loss: 20.498584:   0%|          | 5/32768 [00:03<3:01:17,  3.01it/s]
